"brands","company","product","price","brief","newest time","oldest time","if Kontakt"
"Waves","Waves","Scheps Parallel Particles","$47.64","Andrew’s four go-to mixing processes","no reviews","no reviews","0"
"Waves","Waves","PuigTec EQs","$38.71","Modeled on rare vintage Pultec EQs","no reviews","no reviews","0"
"Waves","Waves","Electric 88 Piano","$37.71","Get the soul and character of a unique Electric Piano","no reviews","no reviews","0"
"Waves","Waves","NS-1 Noise Suppressor","$47.64","Intuitives, professionelles Noise Suppression Plugin","no reviews","no reviews","0"
"Waves","Waves","CLA Guitars","$37.71","All-in-one Multi-effect Guitar Plugin","no reviews","no reviews","0"
"Waves","Waves","BSS DPR-402","$66.49","Compressor - Peak Limiter - De-Esser","no reviews","no reviews","0"
"Waves","Waves","Center","$47.64","Ideal Plug-in for final Mixes and Mastering","no reviews","no reviews","0"
"Waves","Waves","API 2500","$27.79","Modeled Vintage Compressor Plugin","no reviews","no reviews","0"
"Waves","Waves","Linear Phase EQ","$27.79","Equalizer Plugin for Mastering","no reviews","no reviews","0"
"Waves","Waves","C6 Multiband Compressor","$27.79","Multiband Compressor Plugin","no reviews","no reviews","0"
"Waves","Waves","Butch Vig Vocals","$57.56","Butch Vig’s signature Vocal Sound in a single plugin","no reviews","no reviews","0"
"Waves","Waves","Greg Wells Signature Series","$88.33","Collection including four Greg Wells Signature Plugins","no reviews","no reviews","0"
"Waves","Waves","Greg Wells MixCentric","$48.63","Quick solution for finalizing your Mix","no reviews","no reviews","0"
"Waves","Waves","Abbey Road Reverb Plates","$29.00","Legendary EMT 140 Reverb Plates Plugin","no reviews","no reviews","0"
"Waves","Waves","Greg Wells PianoCentric","$38.71","Plug-In for piano and keyboard mixing","no reviews","no reviews","0"
"Waves","Waves","API 550","$27.79","A Pair of versatile EQs with a One of a Kind API Sound","no reviews","no reviews","0"
"Waves","Waves","Greg Wells VoiceCentric","$48.63","A-Level Vocal Sound in seconds","no reviews","no reviews","0"
"Waves","Waves","Scheps 73","$29.00","Colorful 3-band EQ modeled on the Classic 1073 Console","no reviews","no reviews","0"
"Waves","Waves","EMI TG12345","$27.79","Virtual Channelstrip with a Compressor and EQ","no reviews","no reviews","0"
"Waves","Waves","CLA Vocals","$27.79","All in One Multi Effect Vocal Plugin","no reviews","no reviews","0"
"Waves","Waves","360 Surround Tools","$445.60","For the creation of sophisticated, accurate Surround mixes","no reviews","no reviews","0"
"Waves","Waves","GEQ","$48.63","Full-featured Graphic Equalizer Plugin","no reviews","no reviews","0"
"Waves","Waves","Cobalt Saphira","$47.64","Advanced harmonics shaping tool","no reviews","no reviews","0"
"Waves","Waves","eMo D5 Dynamics","$66.49","5-in-1 Multi-Dynamics with Parallel Detection technology","no reviews","no reviews","0"
"Waves","Waves","Eddie Kramer PIE Compressor","$27.79","Modeled compressor plugin by Eddie Kramer","no reviews","no reviews","0"
"Waves","Waves","API 560","$28.78","10-Band graphic equalizer, modeled vintage EQ plugin","no reviews","no reviews","0"
"Waves","Waves","H-Reverb","$66.49","Finite Impulse Response reverberation plugin","no reviews","no reviews","0"
"Waves","Waves","S-1 Stereo Imager","$47.64","Psycho-acoustic spatial imaging processor","no reviews","no reviews","0"
"Waves","Waves","V-Series","$66.49","Three state-of-the-art vintage models","no reviews","no reviews","0"
"Waves","Waves","Aphex Vintage Aural Exciter","$57.56","Aphex Vintage Aural Exciter® emulation","no reviews","no reviews","0"
"Waves","Waves","PAZ","$27.79","Realtime visual Analyzer","no reviews","no reviews","0"
"Waves","Waves","IR-1 Convolution Reverb","$58.55","Legendäry Convolution reverb plugin","no reviews","no reviews","0"
"Waves","Waves","Dave Clarke EMP Toolbox","$143.90","Seven sound-crafting plugins for electronic music production","no reviews","no reviews","0"
"Waves","Waves","Renaissance Reverb","$48.63","Legendary Reverb plugin","no reviews","no reviews","0"
"Waves","Waves","Broadcast & Production","$485.30","Over 20 Effect plugins for Broadcast & Production","no reviews","no reviews","0"
"Waves","Waves","Masters Bundle","$133.98","Three state-of-the-art mastering plugins","no reviews","no reviews","0"
"Waves","Waves","Silver Bundle","$118.10","Effects bundle for Mac & PC","no reviews","no reviews","0"
"Waves","Waves","Eddie Kramer Master Tape","$27.79","Realistic simulation of a 1/4"" tape machine","no reviews","no reviews","0"
"Waves","Waves","SSL 4000 Collection","$177.65","Plugins based on the legendary SSL 4000 Series","no reviews","no reviews","0"
"Waves","Waves","CLA Artist Signature Collection - Chris Lord-Alge","$64.51","Signature EFX Serie from Chris Lord-Alge","no reviews","no reviews","0"
"Waves","Waves","CLA Classic Compressors","$128.02","Classic compressors developed with Chris Lord-Alge","no reviews","no reviews","0"
"Waves","Waves","Vocal Rider","$27.79","Rides the levels of vocal tracks, automatically.","no reviews","no reviews","0"
"Waves","Waves","InPhase","$27.79","ultimate phase correction plugin","no reviews","no reviews","0"
"Waves","Waves","JJP Strings & Keys","$27.79","All-in-one multi-effect plugin for keyboards and strings","no reviews","no reviews","0"
"Waves","Waves","J37 Tape","$66.49","Abbey Road J37 tape emulation plugin","no reviews","no reviews","0"
"Waves","Waves","Manny Marroquin Artist Signature Collection","$66.49","Manny Marroquin Waves Signature Series","no reviews","no reviews","0"
"Waves","Waves","Vocal Collection Signature Series","$94.28","The key to world-class vocal mixes!","no reviews","no reviews","0"
"Waves","Waves","Vocal Bundle","$67.49","The ultimate bundle for vocal processing","no reviews","no reviews","0"
"Waves","Waves","Renaissance Maxx Bundle","$128.02","Great plug-in bundle with analog vintage sound","no reviews","no reviews","0"
"Waves","Waves","Eddie Kramer Tape, Tubes & Transistors","$87.33","Vintage plugin collection","no reviews","no reviews","0"
"Waves","Waves","API Collection","$88.33","All Waves API effects in one collection!","no reviews","no reviews","0"
"Waves","Waves","JJP Artist Signature Collection - Jack Joseph Puig","$86.34","Signature Collection by Jack Joseph Puig","no reviews","no reviews","0"
"Waves","Waves","Dorrough Meters Stereo","$27.79","Precision loudness monitoring","no reviews","no reviews","0"
"Waves","Waves","Dave Aude EMP Toolbox Native","$126.04","Six cutting-edge Waves audio processors","no reviews","no reviews","0"
"Waves","Waves","Tune","$48.63","Great tool for tuning vocals!","no reviews","no reviews","0"
"Waves","Waves","NLS - Non Linear Summer","$48.63","Three legendary consoles – in one powerful plugin","no reviews","no reviews","0"
"Waves","Waves","Element","$38.71","First synthesizer from Waves with Virtual Voltage technology","no reviews","no reviews","0"
"Waves","Waves","L2 Ultramaximizer","$27.79","For mixing, mastering, and more ...","no reviews","no reviews","0"
"Waves","Waves","DTS Neural Surround Collection","$491.26","Real-time conversion of stereo audio to surround","no reviews","no reviews","0"
"Waves","Waves","Reel ADT","$27.79","Artificial Double Tracking plugin","no reviews","no reviews","0"
"Steinberg","Steinberg","Cubase Pro 9.5","$564.70","Extensive audio production studio from Steinberg!","no reviews","no reviews","0"
"Steinberg","Steinberg","Absolute 3","$451.56","Steinberg’s VST Instruments Collection","no reviews","no reviews","0"
"Steinberg","Steinberg","Dorico","$544.85","The new standard in scoring software","no reviews","no reviews","0"
"Steinberg","Steinberg","Cubase Elements 9.5","$92.30","Your gateway to the world of Cubase","no reviews","no reviews","0"
"Steinberg","Steinberg","Cubase Artist 9.5","$316.59","Perfect introduction to the world of Cubase!","no reviews","no reviews","0"
"Steinberg","Steinberg","Dorico Crossgrade","$292.77","For users of Sibelius, Finale or Notion retail only","no reviews","no reviews","0"
"Steinberg","Steinberg","Wavelab Pro 9.5","$515.07","WaveLab, the perfect mastering solution","no reviews","no reviews","0"
"Steinberg","Steinberg","HALion Sonic 3","$217.34","Steinberg's HALion Sonic 3 premier VST Workstation","no reviews","no reviews","0"
"Steinberg","Steinberg","Wavelab Elements 9.5","$94.28","The smallest member of the current WaveLab product range","no reviews","no reviews","0"
"Steinberg","Steinberg","HALion 6","$321.55","State-of-the-art sampler and Sound Creation System","no reviews","no reviews","0"
"Antares","Antares","SoundSoap 5 Plus","$247.12","Powerful audio restoration","no reviews","no reviews","0"
"Antares","Antares","SoundSoap Solo 5","$78.40","Audio Restoration Software","no reviews","no reviews","0"
"Antares","Antares","VocalStudio Auto Tune + AVOX 4","$574.62","Everything you need for world-class vocal tracks","no reviews","no reviews","0"
"Antares","Antares","Auto Tune 8","$346.36","World standard professional pitch and time correction","no reviews","no reviews","0"
"Antares","Antares","AVOX 4","$326.51","Antares Vocal Toolkit","no reviews","no reviews","0"
"Antares","Antares","Auto Tune Live","$187.57","Pitch Correction optimized for Tracking and Live Performance","no reviews","no reviews","0"
"Antares","Antares","Auto Tune EFX","$98.25","Real-Time Pitch Correction and Auto-Tune Vocal Effect","no reviews","no reviews","0"
"Antares","Antares","Mic Mod EFX","$98.25","Classic Microphone Modeler","no reviews","no reviews","0"
"Antares","Antares","SoundSoap 5","$147.87","Record and clean your media files","no reviews","no reviews","0"
"Antares","Antares","Harmony Engine EVO","$187.57","Vocal Modeling Harmony Generator","no reviews","no reviews","0"
"Presonus","Presonus","Notion 6","$137.95","Redefining music notation","no reviews","no reviews","0"
"Presonus","Presonus","Studio One V3 Professional","$322.54","Intuitive audio sequencer for Mac and PC","2015","2015","0"
"Presonus","Presonus","Studio One V3 Professional Crossgrade","$286.81","Competitive crossgrade/side license for users of any DAW","no reviews","no reviews","0"
"Presonus","Presonus","Studio One V3 Professional Upgrades","$147.87","Upgrades to Studio One v3 Professional","no reviews","no reviews","0"
"Presonus","Presonus","Studio One V3 Artist","$98.25","Intuitive audio sequencer for Mac and PC","no reviews","no reviews","0"
"Arturia","Arturia","V-Collection 6","$395.98","21 seminal instruments, supercharged, and at your command","no reviews","no reviews","0"
"Arturia","Arturia","V-Collection 5","$249.00","Collection of 17 great Software Keyboards","no reviews","no reviews","0"
"McDSP","McDSP","6034 Ultimate Multi-band","$99.00","Flexible multi-band dynamics processor","no reviews","no reviews","0"
"McDSP","McDSP","EC-300 Echo Collection","$99.00","Dozens of echo and chorus effects in one single plug-in","no reviews","no reviews","0"
"McDSP","McDSP","AE600 Active EQ","$129.00","The next generation of active equalization","no reviews","no reviews","0"
"McDSP","McDSP","ML8000","$79.00","Next generation of limiter technology","no reviews","no reviews","0"
"McDSP","McDSP","SA-2 Dialog Processor","$79.00","Enhance your recorded speech, dialogs and vocals","no reviews","no reviews","0"
"McDSP","McDSP","Live Pack HD v6","$695.00","Collection of highly acclaimed Plug-ins for mixing","no reviews","no reviews","0"
"McDSP","McDSP","Everything Pack","$1645.00","Includes every Audio Effect Plugin from McDSP","no reviews","no reviews","0"
"McDSP","McDSP","Emerald Pack","$849.00","Complete Audio Effect Music Production Bundle","no reviews","no reviews","0"
"McDSP","McDSP","Retro Pack","$119.00","Retro Pack including 3 McDSP Retro Plugins","no reviews","no reviews","0"
"McDSP","McDSP","Classic Pack","$179.00","McDSP’s legendary emulations all in One Pack","no reviews","no reviews","0"
"McDSP","McDSP","FilterBank","$49.00","3 Vintage and Modern High-End EQ´s and Filters","no reviews","no reviews","0"
"McDSP","McDSP","CompressorBank","$49.00","3 Vintage and Modern High-End Compressor Plug-ins","no reviews","no reviews","0"
"McDSP","McDSP","MC2000","$49.00","3 High-end Multi-band Compressor Plug-ins","no reviews","no reviews","0"
"McDSP","McDSP","SPC2000","$49.00","Multiple parallel and serial compression combinations","no reviews","no reviews","0"
"McDSP","McDSP","ML4000","$99.00","High-resolution Limiter and Multi-band Dynamics Processor","no reviews","no reviews","0"
"McDSP","McDSP","Analog Channel","$49.00","Emulates the Sounds of Analog Tapes Machines, Tapes and more","no reviews","no reviews","0"
"McDSP","McDSP","Channel G","$89.00","3 Big Board Sound Equalizer and Dynamics Plug-ins","no reviews","no reviews","0"
"McDSP","McDSP","Revolver Native","$149.00","A high-powered Convolution Reverb","no reviews","no reviews","0"
"McDSP","McDSP","FutzBox","$79.00","Distortion and Noise Generator Plug-in","no reviews","no reviews","0"
"McDSP","McDSP","NF575 Noise Filter","$39.00","Filter Set designed to remove a Wide Variety of Noise Types","no reviews","no reviews","0"
"McDSP","McDSP","DE555 De-esser","$39.00","New Generation of De-essing Technology","no reviews","no reviews","0"
"McDSP","McDSP","AE400 Active EQ","$49.00","Made up of 4 bands of fixed & active equalization","no reviews","no reviews","0"
"McDSP","McDSP","6030 Ultimate Compressor","$79.00","10 Compressor Modules in a Single Interface","no reviews","no reviews","0"
"McDSP","McDSP","6020 Ultimate EQ","$79.00","The 6020 Ultimate EQ is a Collection of 10 EQ Models","no reviews","no reviews","0"
"McDSP","McDSP","4040 Retro Limiter","$29.00","Limiter with unique original Algorithms & Vintage Sound","no reviews","no reviews","0"
"McDSP","McDSP","4030 Retro Compressor","$29.00","Unique Original Algorithms with Transparent Vintage Sound","no reviews","no reviews","0"
"McDSP","McDSP","4020 Retro EQ","$29.00","Four-band EQ and Complimentary Filter Set","no reviews","no reviews","0"
"McDSP","McDSP","6050 Ultimate Channel Strip","$149.00","Everything you need to make your Mix Sound great!","no reviews","no reviews","0"
"McDSP","McDSP","All Access 1 Year License","$295.00","1 Year Subscription for all McDSP Plug-Ins","no reviews","no reviews","0"
"McDSP","McDSP","Channel G Compact","$69.00","Same Experience as Channel G with a smaller DSP Footprint","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Wormhole","$187.57","Otherworldly Multi-effects Processor Plug-in","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Adaptiverb","$257.04","Harmonic Tracking Resynthesis Reverb","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Unveil","$395.98","De-Reverberation and Signal Focusing","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Unmix::Drums","$187.57","Boost or attenuate drums in mixed music","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Unfilter","$395.98","Adaptive Tonal Contour Linearization","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Unchirp","$395.98","Codec artifact removal & transient retrieval","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Time Factory II","$395.98","Precision batch time stretching and pitch shifting","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Orange Vocoder","$187.57","Multi-Algorithm Vocoder Plug-In","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Pitchmap","$395.98","Re-Write mixed music in real-time","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","ZAP II Bundle","$1547.21","All eight of the AI and Source Separation based Plug-ins","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Repair Bundle","$832.65","Fix the UNfixable, UNleash Sonic Detail","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Remix Bundle","$515.07","Music Recomposition Plug-in Bundle","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Design Bundle","$525.00","Three sound design powerhouses","no reviews","no reviews","0"
"Zynaptiq","Zynaptiq","Morph 2","$187.57","Real-Time structural audio morphing","no reviews","no reviews","0"
"Lexicon","Lexicon","PCM Native Reverb Bundle","$217.34","PCM Native Reverb Plug-in Bundle","no reviews","no reviews","0"
"Lexicon","Lexicon","PCM Native Total Bundle","$346.36","Software Reverb and Effect plug-in bundle","no reviews","no reviews","0"
"Lexicon","Lexicon","PCM Native Effects Bundle","$157.80","PCM Native Effects Plug-in Bundle","no reviews","no reviews","0"
"Lexicon","Lexicon","LXP Native  Reverb","$74.43","LXP Native Reverb Plug-in Bundle","no reviews","no reviews","0"
"Lexicon","Lexicon","MPX Native Reverb","$38.71","MPX Native Reverb - AAX/VST/AU/RTAS Reverb Plug-in","no reviews","no reviews","0"
"Eventide","Eventide","Fission","$197.49","Split audio into transient and tonal components","no reviews","no reviews","0"
"Eventide","Eventide","Quadravox","$99.00","A four-voice, diatonic pitch shifter","no reviews","no reviews","0"
"Eventide","Eventide","H910","$247.12","A faithful recreation of the legendary Studio Processor","no reviews","no reviews","0"
"Eventide","Eventide","TVerb","$247.12","Legendary Signature Reverb Plug-in","no reviews","no reviews","0"
"Eventide","Eventide","Octavox","$197.49","8-Voice Diatonic Pitch-Shifter / Harmonizer","no reviews","no reviews","0"
"Eventide","Eventide","Anthology XI native","$899.00","Bundle of 23 amazing plug-ins crafted from over 45 years","no reviews","no reviews","0"
"Eventide","Eventide","UltraReverb","$197.49","9 Hardware-Based Reverb Algorithms in a single plug-in","2015","2015","0"
"Eventide","Eventide","MangledVerb","$78.40","Unique effect combining reverb and distortion","no reviews","no reviews","0"
"Eventide","Eventide","Elevate","$197.49","Mastering Limiter with Brain","no reviews","no reviews","0"
"Eventide","Eventide","UltraTap","$79.00","An unique Multi-tap Effect","no reviews","no reviews","0"
"Eventide","Eventide","Ultra Channel","$247.12","64-bit Channel Strip with Micro Pitch and Stereo Delay","2015","2015","0"
"Eventide","Eventide","H3000 Factory","$330.48","A re-creation of several Algorithms from the H3000.","no reviews","no reviews","0"
"Eventide","Eventide","2016 Stereo Room","$197.49","The SP2016 offers a Natural and Distinctive Sound!","no reviews","no reviews","0"
"Eventide","Eventide","Omnipressor","$147.87","Omnipressor, a Classic Rack Effect now available as a Plugin","no reviews","no reviews","0"
"Eventide","Eventide","Blackhole","$197.49","Reverb Effect for Producing Huge Spaces and Soundscapes!","no reviews","no reviews","0"
"Eventide","Eventide","H 3000 Band Delays","$199.00","The H3000 Band Delays multiple delay effect device","no reviews","no reviews","0"
"Audiowiesel","Audiowiesel","Hammered Acoustic Guitar Full Bundle","$94.28","Hammered Acoustic Guitar Full Bundle","no reviews","no reviews","0"
"Audiowiesel","Audiowiesel","Hammered Acoustic Guitar FX & Percussion","$54.58","Hammered Acoustic Guitar FX & Percussion","no reviews","no reviews","0"
"Audiowiesel","Audiowiesel","Hammered Acoustic Guitar Core","$59.00","Hammered Acoustic Guitar Core Library","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Trigger & Drum Vault Bundle","$197.49","Drum-Replacement Bundle","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Trigger: Drum Vault","$78.40","Essential expansion for Addictive Trigger","no reviews","no reviews","0"
"XLN Audio","XLN Audio","RC-20 Retro Color","$78.40","Adds life and texture inspired by classic gear","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2: Custom XL","$296.74","Select any 6 ADpaks, any 6 MIDIpaks and any 6 Kitpiece","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Rock & Metal","$147.87","Addictive Drums 2 for Rock & Metal","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2: Custom","$147.87","Select any 3 ADpaks, any 3 MIDIpaks and any 3 Kitpiece","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Trigger","$147.87","Intelligent “All in One” Drum Replacer","no reviews","no reviews","0"
"XLN Audio","XLN Audio","DS-10 Drum Shaper","$48.63","Transient Shaper for Drums","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 United Pop","$78.40","Colorful and polished drums that POP!","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Creative Collection","$296.74","5 Drumkits & Sounds of 5 vintage drumcomputer","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2","$147.87","Complete Drum Production Studio","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Fairfax Vol. 2","$78.40","Addictive Drums 2 - American Style Modern Rock Drums","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Fairfax Vol. 1","$78.40","Addictive Drums 2 - American Style Modern Rock Drums","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 United Heavy","$78.40","Hard-hitting drums for heavy music","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Modern Soul and R&B","$78.40","Fat, warm, organic drums for Modern Soul and R&B","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Keys Duo Bundle","$118.10","Two Addictive Keys Pianos of your choice","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Keys Trio Bundle","$147.87","Three Addictive Keys Pianos of your choice","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Keys Modern Upright","$78.40","Addictive Keys Engine + Yamaha U3 Upright Piano","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Keys Studio Grand","$78.40","Addictive Keys Engine + Steinway Model D concert grand piano","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Keys Mark One","$78.40","Addictive Keys Engine and Mark One Stage Piano","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Session Percussion","$78.40","Addictive Drums 2 - Premium Percussion Instruments","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Studio Pop","$78.40","Addictive Drums 2 - Modern Rock & Pop Drums","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Studio Prog","$78.40","Addictive Drums 2 - Progressive Rock Drums","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Blue Oyster","$78.40","Addictive Drums 2- Blue Oyster late 60s Drumkit","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Studio Rock","$78.40","Addictive Drums 2 - Moderne & polished Rock Drumsounds","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Funk","$78.40","Addictive Drums 2 - Funk ""All Time Favourite” Funkbeats","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Indie","$78.40","Addictive Drums 2 - Analag Tape Recorded INDIE Drum Kit","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Metal","$78.40","Addictive Drums 2 - METAL, Ludwig Metal Drumkit","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Vintage Dry","$78.40","Addictive Drums 2 - Authentic Drum Sound of the 70s","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Reel Machines","$78.40","Addictive Drums 2 - Collection of Electronic Drum Sounds","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Retroplex","$78.40","Addictive Drums 2 - 70s Glam Rock Drum Sound","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Modern Jazz Brushes","$78.40","Addictive Drums 2, incl.Jazz Drum Kit played with brushes","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Modern Jazz Sticks","$78.40","Addictive Drums 2 - Classy Drums for Modern Jazz","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Electric Grand","$78.40","Virtual Yamaha CP-80 incl. Addictive Keys Engine","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Black Oyster","$78.40","Addictive Drums 2 - Black Oyster The Sound of the 60s","no reviews","no reviews","0"
"XLN Audio","XLN Audio","Addictive Drums 2 Black Velvet","$78.40","Addictive Drums 2 - Black Velvet the sound of the Grunge Era","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Trax Pro 3 SP","$499.00","Automated speech separation software Pro Edition","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Trax 3 SP","$299.00","Automated speech separation software","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Professional Suite","$1199.00","Bundle including ADX SVC, ADX VVC & ADX Trax Pro","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Plug-In Bundle","$174.00","Bundle including ADX SVC & ADX VVC","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX SVC","$124.00","Volume control over speech and backround elements","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Trax Pro","$249.00","Professional Audio Source Separation Software for Mac","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Trax","$149.00","Separate Melodic Content from Mono or Stereo Audio Files","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX VVC","$99.00","Controlling Volume Level and Pan Position of Lead Vocals","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Post-Production Bundle","$524.00","Bundle including ADX SVC & ADX Trax Pro","no reviews","no reviews","0"
"Audionamix","Audionamix","ADX Music Production Bundle","$274.00","Bundle including ADX VVC & ADX Trax Pro","no reviews","no reviews","0"
"Eiosis","Eiosis","AirEQ Premium + e2deesser Bundle","$247.12","limited tiem bundle of AirEQ and e2deesser","no reviews","no reviews","0"
"Eiosis","Eiosis","e2deesser","$136.96","Meets all demands of the simplest to most advanced tasks","no reviews","no reviews","0"
"Eiosis","Eiosis","AirEQ Premium","$136.96","Simple, intuitive and fast-performing Equalizer Plugin","no reviews","no reviews","0"
"Eiosis","Eiosis","Air & Earth Modules","$45.00","Brings AirEQ within the Slate Digital Virtual Mix Rack","no reviews","no reviews","0"
"accusonus","accusonus","accusonus ALL Bundle","$399.00","Six innovative accusonuns products in One","no reviews","no reviews","0"
"accusonus","accusonus","Regroover Pro","$119.00","Artificial-intelligence beat machine","no reviews","no reviews","0"
"accusonus","accusonus","Regroover Essential","$49.00","Sampling reimagined","no reviews","no reviews","0"
"accusonus","accusonus","Single-Knob Pack","$59.00","Bundle consisting of ERA-N and ERA-R","no reviews","no reviews","0"
"accusonus","accusonus","ERA Bundle","$199.00","3 innovative noise and reverb reduction Plug-ins","no reviews","no reviews","0"
"accusonus","accusonus","ERA-D","$149.00","Simultaneously removes noise and reverberation","no reviews","no reviews","0"
"accusonus","accusonus","ERA-R","$39.00","Single-knob Dereverberation Plug-in","no reviews","no reviews","0"
"accusonus","accusonus","ERA-N","$39.00","Single Knob Denoise Plug-in","no reviews","no reviews","0"
"accusonus","accusonus","Drumatom Bundle","$149.00","Drumatom including the Drumatom Player","no reviews","no reviews","0"
"accusonus","accusonus","Drumatom Player","$99.00","Adjust drum bleed right in your DAW!","no reviews","no reviews","0"
"accusonus","accusonus","Drumatom","$119.00","Adjust microphone bleed according to your taste","no reviews","no reviews","0"
"accusonus","accusonus","Regroover Pro Holiday Bundle","$199.00","Regroover Pro including four Expansion Packs","no reviews","no reviews","0"
"Slate Digital","Slate Digital","Repeater","$149.00","Dual delay effect processor","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VPC Virtual Preamp Collection","$149.00","Two Modules for the Virtual Mix Rack","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VMR - Virtual Mix Rack","$179.00","Virtual Rack with four World Class Mix Modules","no reviews","no reviews","0"
"Slate Digital","Slate Digital","FG-Stress","$176.65","Digital replication of the Empirical Labs Distressor","no reviews","no reviews","0"
"Slate Digital","Slate Digital","Verbsuite Classics","$199.00","Eight of the most popular digital reverbs","no reviews","no reviews","0"
"Slate Digital","Slate Digital","FG-116 Blue","$149.00","Two vintage compressor modules for the Virtual Mix Rack","no reviews","no reviews","0"
"Slate Digital","Slate Digital","FG-Bomber","$99.00","Analog Modeled Dynamic Impact Enhancer","no reviews","no reviews","0"
"Slate Digital","Slate Digital","CLA Expansion for SSD 4","$99.00","Fat and punchy Mix ready Drum Expansion","no reviews","no reviews","no requirement"
"Slate Digital","Slate Digital","CLA Expansion for Trigger","$99.00","Fat and punchy Mix ready Drums","no reviews","no reviews","no requirement"
"Slate Digital","Slate Digital","Blackbird Expansion for SSD 4","$149.00","Amazing sounding Drum Library Expansion","no reviews","no reviews","no requirement"
"Slate Digital","Slate Digital","Blackbird Expansion for Trigger","$149.00","Amazing sounding Drum Library","no reviews","no reviews","no requirement"
"Slate Digital","Slate Digital","David Bendeth Expansion for SSD4","$99.00","5 preset Kits, preprocessed by David Bendeth","no reviews","no reviews","no requirement"
"Slate Digital","Slate Digital","David Bendeth Expansion for Trigger","$99.00","5 preset kits, preprocessed by David Bendeth","no reviews","no reviews","no requirement"
"Slate Digital","Slate Digital","Terry Date Expansion for SSD4","$99.00","10 hard hitting kits recorded and mixed by Terry Date","no reviews","no reviews","no requirement"
"Slate Digital","Slate Digital","Terry Date Expansion for Trigger","$99.00","10 Hard Hitting Kits recorded and mixed by Terry Date","no reviews","no reviews","no requirement"
